dataset,fold,seed,information_level,model,split,train_pr_auc,overfit_gap,pr_auc,roc_auc,f1,precision,recall,specificity,accuracy,balanced_accuracy,brier,ece,h2_mean,h2_p50,threshold,tp,fp,tn,fn,n,prevalence
oulad,3,42,75pct,Hybrid,VALID,0.9134264919505622,0.028086179854574178,0.8853403120959881,0.9121227902954789,0.7689030883919062,0.8646706586826347,0.6922339405560882,0.9448511469009273,0.8596377749029754,0.8185425437285078,0.10232796737262564,0.04042575761194209,0.3586078826139314,0.25825325216693684,0.43,722.0,113.0,1936.0,321.0,3092.0,0.3373221216041397
oulad,3,42,75pct,LR,VALID,,,0.8719758628063654,0.9033029230637494,0.7689053410893707,0.8573113207547169,0.6970278044103547,0.9409468033186921,0.8586675291073739,0.8189873038645235,0.11196008455503706,0.07289159770097231,0.5652425652268736,0.6176887950580796,0.6,727.0,121.0,1928.0,316.0,3092.0,0.3373221216041397
oulad,3,42,75pct,RF,VALID,,,0.8796341206743957,0.9035485822656516,0.7769396551724138,0.8868388683886839,0.6912751677852349,0.9551000488042948,0.8661060802069858,0.8231876082947649,0.10235473893411665,0.02616354866922602,0.5213793902597084,0.5402028556570144,0.5,721.0,92.0,1957.0,322.0,3092.0,0.3373221216041397
oulad,3,42,100pct,Hybrid,VALID,0.9425216186855091,0.027034327310662132,0.915487291374847,0.9350473156103146,0.8227571115973742,0.8604118993135011,0.7882599580712788,0.9404587603709127,0.8921078921078921,0.8643593592210957,0.07731978678409578,0.02393349984301302,0.33850942567658937,0.23394231082004702,0.41,752.0,122.0,1927.0,202.0,3003.0,0.3176823176823177
oulad,3,42,100pct,LR,VALID,,,0.9037643913703233,0.9251897689009212,0.8133640552995391,0.9028132992327366,0.740041928721174,0.9629087359687653,0.8921078921078921,0.8514753323449696,0.09072487059905067,0.07001516535080991,0.49367840969306587,0.5024203373793633,0.65,706.0,76.0,1973.0,248.0,3003.0,0.3176823176823177
oulad,3,42,100pct,RF,VALID,,,0.9047105490475518,0.9251514007446492,0.8142076502732241,0.8504566210045662,0.7809224318658281,0.936066373840898,0.8867798867798867,0.858494402853363,0.08087088516248149,0.027477458823883413,0.4439316543033994,0.432594549158023,0.36,745.0,131.0,1918.0,209.0,3003.0,0.3176823176823177
oulad,4,42,20pct,Hybrid,VALID,0.7943935024056661,0.04798810805198839,0.7464053943536777,0.7796492755660371,0.6795064700571772,0.6155943293347873,0.758226997985225,0.6584302325581395,0.7002533070644525,0.7083286152716822,0.20044628827948446,0.12094231540166302,0.548095417943285,0.5545664557752638,0.18,1129.0,705.0,1359.0,360.0,3553.0,0.419082465522094
oulad,4,42,20pct,LR,VALID,,,0.7494725270019598,0.7885244376070513,0.6797853309481217,0.6112600536193029,0.7656145063801209,0.6487403100775194,0.6977202364199269,0.7071774082288201,0.18558476886339723,0.06537765172145561,0.7926677727472263,0.8804469445249598,0.42,1140.0,725.0,1339.0,349.0,3553.0,0.419082465522094
oulad,4,42,20pct,RF,VALID,,,0.7495939016844204,0.7796069757029587,0.6632744687219395,0.5982721382289417,0.7441235728676965,0.6395348837209303,0.6833661694342809,0.6918292282943134,0.18429000067089366,0.03443528689200814,0.8056389136640811,0.8916102320929612,0.39,1108.0,744.0,1320.0,381.0,3553.0,0.419082465522094
oulad,4,42,20pct,Hybrid-tabular,ABLATION,,,0.6774139752246275,0.7382583714682869,0.6335895644071745,,,,,,,,,,,,,,,,
oulad,4,42,20pct,Hybrid-cnn,ABLATION,,,0.6162459269189473,0.6920678971371452,0.47435897435897434,,,,,,,,,,,,,,,,
oulad,4,42,20pct,Hybrid-bilstm,ABLATION,,,0.6467740640550357,0.7166636405995388,0.636698599852616,,,,,,,,,,,,,,,,
oulad,4,42,35pct,Hybrid,VALID,0.846103135020016,0.04137988075967558,0.8047232542603404,0.831704355471002,0.7022796869683566,0.6470219435736677,0.7678571428571429,0.7273607748184019,0.7433264887063655,0.7476089588377723,0.15981921322408313,0.0649571174143189,0.5259751296491381,0.520802563059557,0.25,1032.0,563.0,1502.0,312.0,3409.0,0.3942505133470226
oulad,4,42,35pct,LR,VALID,,,0.7902861679857353,0.8252792430531534,0.6865900383141762,0.707740916271722,0.6666666666666666,0.8208232445520581,0.7600469345849222,0.7437449556093624,0.16558489615371225,0.07800654771574657,0.7341475121842319,0.8326281070459283,0.52,896.0,370.0,1695.0,448.0,3409.0,0.3942505133470226
oulad,4,42,35pct,RF,VALID,,,0.7969528869455316,0.8207437953995157,0.6847433116413594,0.6659634317862166,0.7046130952380952,0.7699757869249395,0.744206512173658,0.7372944410815174,0.16069367425603678,0.03857696793665282,0.7403406368935048,0.8250308862087649,0.41,947.0,475.0,1590.0,397.0,3409.0,0.3942505133470226
oulad,4,42,50pct,Hybrid,VALID,0.8856211514565291,0.039784039792449155,0.8458371116640799,0.8728351972272386,0.7254981699877999,0.7062549485352335,0.745819397993311,0.8203389830508474,0.7930082796688133,0.7830791905220792,0.13326428446655664,0.06184400054906049,0.4205102161196013,0.33665954477491417,0.28,892.0,371.0,1694.0,304.0,3261.0,0.36675866298681387
oulad,4,42,50pct,LR,VALID,,,0.8334254550544918,0.8667997441026181,0.7291225095379398,0.7394668959587274,0.7190635451505016,0.853268765133172,0.8040478380864765,0.7861661551418369,0.1428305038284505,0.08752111037287773,0.6522612010950379,0.7439315088308349,0.52,860.0,303.0,1762.0,336.0,3261.0,0.36675866298681387
oulad,4,42,50pct,RF,VALID,,,0.8359009967780295,0.862559216759659,0.7201336675020885,0.7195325542570952,0.7207357859531772,0.8372881355932204,0.7945415516712665,0.7790119607731988,0.13480270263494415,0.04148729993855796,0.647266572560709,0.7049006900886082,0.41,862.0,336.0,1729.0,334.0,3261.0,0.36675866298681387
oulad,4,42,75pct,Hybrid,VALID,0.9254217496250796,0.028786778699684268,0.8966349709253953,0.9236840797256325,0.791644908616188,0.8497757847533632,0.7409579667644184,0.9351089588377723,0.8707901554404145,0.8380334628010954,0.09571335963154799,0.04015794748496481,0.35220563726011317,0.236072418113411,0.51,758.0,134.0,1931.0,265.0,3088.0,0.33128238341968913
oulad,4,42,75pct,LR,VALID,,,0.8836186141695653,0.914936366713294,0.7876823338735819,0.8804347826086957,0.7126099706744868,0.9520581113801453,0.8727331606217616,0.8323340410273161,0.10721108910529956,0.08582761737515297,0.5551917079842288,0.6051185664711243,0.65,729.0,99.0,1966.0,294.0,3088.0,0.33128238341968913
oulad,4,42,75pct,RF,VALID,,,0.8900744966095429,0.9146506855637528,0.7867191896454699,0.9270557029177718,0.6832844574780058,0.9733656174334141,0.8772668393782384,0.82832503745571,0.09553229574933016,0.0377564163944496,0.517517366519513,0.5197613695424342,0.57,699.0,55.0,2010.0,324.0,3088.0,0.33128238341968913
oulad,4,42,100pct,Hybrid,VALID,0.9502177982238578,0.015357395729513668,0.9348604024943441,0.9539234343302141,0.8380716934487021,0.9783549783549783,0.7329729729729729,0.9927360774818402,0.9123745819397994,0.8628545252274066,0.07007740951733149,0.03926687275688709,0.32928754484787814,0.2131703944706082,0.92,678.0,15.0,2050.0,247.0,2990.0,0.3093645484949833
oulad,4,42,100pct,LR,VALID,,,0.9146396594902445,0.9380880832406256,0.8301204819277108,0.9374149659863945,0.7448648648648649,0.97772397094431,0.905685618729097,0.8612944179045874,0.08531182960885735,0.08201394548055049,0.491861411420131,0.5000933312832633,0.72,689.0,46.0,2019.0,236.0,2990.0,0.3093645484949833
oulad,4,42,100pct,RF,VALID,,,0.920929585196089,0.9417867940579806,0.8366972477064221,0.9633802816901409,0.7394594594594595,0.987409200968523,0.9107023411371238,0.8634343302139913,0.07052622613046415,0.03779797941071752,0.4456729008722633,0.4261236261391893,0.58,684.0,26.0,2039.0,241.0,2990.0,0.3093645484949833
